example_id                                                         | status | run_time        |
./spec/services/coverage/analyzer_spec.rb[1:1:2:5:1]               | passed | 0.04427 seconds |
./spec/services/coverage/map_injector_spec.rb[1:1:1]               | passed | 0.03168 seconds |
./spec/services/coverage/map_injector_spec.rb[1:1:2]               | passed | 0.03235 seconds |
./spec/services/coverage/map_injector_spec.rb[1:2:1]               | passed | 0.03266 seconds |
./spec/services/coverage/map_injector_spec.rb[1:2:2]               | passed | 0.03068 seconds |
./spec/services/coverage/map_injector_spec.rb[1:2:3]               | passed | 0.02963 seconds |
./spec/services/coverage/map_injector_spec.rb[1:2:4]               | passed | 0.03258 seconds |
./spec/services/coverage/map_injector_spec.rb[1:3:1]               | passed | 0.03267 seconds |
./spec/services/coverage/map_injector_spec.rb[1:3:2]               | passed | 0.03689 seconds |
./spec/services/coverage/map_injector_spec.rb[1:3:3]               | passed | 0.0348 seconds  |
./spec/services/coverage/state_engine_spec.rb[1:1:1]               | passed | 0.00518 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:2]               | passed | 0.0057 seconds  |
./spec/services/coverage/state_engine_spec.rb[1:1:3]               | passed | 0.00561 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:4]               | passed | 0.00531 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:5]               | passed | 0.00909 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:6]               | passed | 0.00592 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:7]               | passed | 0.00544 seconds |
./spec/services/coverage/state_engine_spec.rb[1:1:8]               | passed | 0.00528 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:1]               | passed | 0.00593 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:2]               | passed | 0.00756 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:3]               | passed | 0.00965 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:4]               | passed | 0.00953 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:5]               | passed | 0.00795 seconds |
./spec/services/coverage/state_engine_spec.rb[1:2:6]               | passed | 0.00544 seconds |
./spec/services/exports/pdf_generator_spec.rb[1:1:1:1]             | passed | 0.03407 seconds |
./spec/services/exports/pdf_generator_spec.rb[1:1:1:2]             | passed | 0.03802 seconds |
./spec/services/exports/pdf_generator_spec.rb[1:1:2:1]             | passed | 0.08147 seconds |
./spec/services/exports/pdf_generator_spec.rb[1:1:3:1]             | passed | 0.08442 seconds |
./spec/services/exports/pdf_generator_spec.rb[1:1:4:1]             | passed | 0.03349 seconds |
./spec/services/fit_gap/engine_spec.rb[1:1:1:1]                    | passed | 0.05973 seconds |
./spec/services/fit_gap/engine_spec.rb[1:1:1:2]                    | passed | 0.05735 seconds |
./spec/services/fit_gap/engine_spec.rb[1:1:1:3:1]                  | passed | 0.06165 seconds |
./spec/services/fit_gap/engine_spec.rb[1:1:2:1]                    | passed | 0.04135 seconds |
./spec/services/portfolios/generator_spec.rb[1:1:1]                | passed | 0.07619 seconds |
./spec/services/portfolios/generator_spec.rb[1:1:2]                | passed | 0.05033 seconds |
./spec/services/portfolios/generator_spec.rb[1:1:3]                | passed | 0.05139 seconds |
./spec/services/portfolios/generator_spec.rb[1:1:4:1]              | passed | 0.0405 seconds  |
./spec/services/sessions/end_handler_spec.rb[1:1:1:1]              | passed | 0.02572 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:1:2]              | passed | 0.02712 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:1:3]              | passed | 0.03568 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:1:4]              | passed | 0.0219 seconds  |
./spec/services/sessions/end_handler_spec.rb[1:1:1:5]              | passed | 0.02306 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:2:1]              | passed | 0.02756 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:2:2]              | passed | 0.0253 seconds  |
./spec/services/sessions/end_handler_spec.rb[1:1:3:1]              | passed | 0.02146 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:3:2]              | passed | 0.01898 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:3:3]              | passed | 0.02067 seconds |
./spec/services/sessions/end_handler_spec.rb[1:1:4:1]              | passed | 0.02635 seconds |
./spec/services/sessions/start_handler_spec.rb[1:1:1]              | passed | 0.03527 seconds |
./spec/services/sessions/start_handler_spec.rb[1:1:2]              | passed | 0.03771 seconds |
./spec/services/sessions/start_handler_spec.rb[1:1:3]              | passed | 0.03229 seconds |
./spec/services/sessions/start_handler_spec.rb[1:1:4]              | passed | 0.03543 seconds |
